id,date,district,locality,category,department,transcript,sentiment,sentiment_score,priority
876,2025-02-03,Idukki,Ward 7,Waste Management,Municipal Corporation,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Idukki district, near Ward 7, we would like a second waste bin for our street in Ward 7. Please look into this when possible.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,-0.28,Medium
877,2025-08-24,Kottayam,Ward 12,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Kottayam district, near Ward 12, can you share the contact details for the Ward 12 police station. Thank you, I just wanted some information.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Neutral,0.13,Low
878,2025-02-24,Wayanad,School Lane,Roads,Public Works Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, calling from Wayanad district. In Wayanad, near School Lane, I appreciate how fast the complaint about School Lane was handled, thank you.
Support Executive: That's wonderful to hear, thank you for the feedback, I will pass it on to the team.
Citizen: No problem, keep up the good work.
Support Executive: Thank you, have a great day!",Positive,0.9,Low
879,2025-09-23,Ernakulam,Collectorate Road,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, calling from Ernakulam district. In Ernakulam, near Collectorate Road, I appreciate how fast the complaint about Collectorate Road was handled, thank you.
Support Executive: That's wonderful to hear, thank you for the feedback, I will pass it on to the team.
Citizen: No problem, keep up the good work.
Support Executive: Thank you, have a great day!",Positive,0.89,Low
880,2025-10-21,Wayanad,Bus Stand area,Water Supply,Water Authority,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Wayanad district, near Bus Stand area, we have been getting muddy, discoloured water from the tap for 7 days. Please get this resolved as soon as possible.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Negative,-0.5,High
881,2025-10-06,Ernakulam,Bus Stand area,Electricity,Electricity Board,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Ernakulam district, near Bus Stand area, can you tell me when the next scheduled maintenance shutdown is for Bus Stand area. Okay, thank you for clarifying.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,0.23,Low
882,2026-02-18,Idukki,Ward 7,Electricity,Electricity Board,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Idukki district, near Ward 7, the meter reading at our Ward 7 residence appears to be incorrect. Kindly forward this to the concerned department.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Neutral,-0.1,Medium
883,2025-05-22,Kottayam,Ward 7,Government Documentation,Revenue Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, calling from Kottayam district. In Kottayam, near Ward 7, I appreciate how fast the complaint about Ward 7 was handled, thank you.
Support Executive: That's wonderful to hear, thank you for the feedback, I will pass it on to the team.
Citizen: No problem, keep up the good work.
Support Executive: Thank you, have a great day!",Positive,0.58,Low
884,2025-06-04,Thiruvananthapuram,Temple Junction,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Thiruvananthapuram district, near Temple Junction, streetlights near the Temple Junction police outpost have been non functional for 8 days, increasing safety concerns. We have been waiting too long, kindly expedite this.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Negative,-0.49,High
885,2025-07-06,Idukki,MG Road,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Idukki district, near MG Road, we would like more computers at the MG Road government school. Please look into this when possible.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Neutral,-0.21,Medium
886,2025-04-02,Thrissur,Market Road,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Thrissur district, near Market Road, there has been no teacher for an entire subject at the Market Road school for 8 days now. Please send someone immediately, this cannot wait any longer.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.77,Critical
